bikeStationID,name,latitude,longitude,category,rating,numReviews
4,JJ Bean Coffee Roasters,49.272593,-123.135134,Coffee & Tea,4.0,58
4,Le Parfait,49.27914137816261,-123.1171837,"Ice Cream & Frozen Yogurt,Coffee & Tea,Creperies",5.0,9
4,Blenz Coffee,49.27723,-123.12667,"Coffee & Tea,Sandwiches",3.0,49
4,7-Eleven,49.276537,-123.1216948,"Convenience Stores,Gas Stations,Coffee & Tea",2.5,5
4,Cardero Cafe,49.280603,-123.131219,"Coffee & Tea,Latin American,Sandwiches",5.0,14
4,Sharetea Yaletown,49.27609727880593,-123.11929431348956,"Coffee & Tea,Juice Bars & Smoothies,Bubble Tea",5.0,1
4,JJ Bean Coffee Roasters,49.279317,-123.1149362,Coffee & Tea,4.0,24
4,Blenz Coffee,49.27946181441893,-123.1231058155132,"Coffee & Tea,Sandwiches",3.5,41
4,Tim Hortons,49.2776404189538,-123.12722010753,"Coffee & Tea,Bakeries",2.5,57
4,Tim Hortons,49.280003,-123.11742,"Coffee & Tea,Bakeries",3.0,85
4,Gong Cha,49.2792027,-123.1167521,"Coffee & Tea,Bubble Tea,Juice Bars & Smoothies",3.0,89
4,Starbucks,49.280125480451,-123.127260326125,Coffee & Tea,4.5,7
4,Bean Around The World,49.2825394855548,-123.109330739929,Coffee & Tea,3.5,42
4,Matchstick Coffee,49.28318,-123.13494,"Coffee & Tea,Breakfast & Brunch,Cafes",3.5,21
4,Blenz Coffee,49.281978548927,-123.13336076238,"Coffee & Tea,Sandwiches",3.5,37
4,Gi Gelato & Coffee House,49.271645,-123.1344265,"Coffee & Tea,Ice Cream & Frozen Yogurt",3.5,38
4,Pistachio Sweetery Cafe,49.28205330209083,-123.1166218,"Coffee & Tea,Mediterranean,Desserts",4.5,3
4,The Press Room,49.2694971,-123.1092951,"Bakeries,Coffee & Tea,Cafes",4.0,12
4,Tim Hortons,49.2812,-123.12431,"Coffee & Tea,Bakeries",3.5,41
4,Waves Coffee House,49.2784494056335,-123.114958015398,Coffee & Tea,3.0,47
5,Finch's Tea & Coffee House,49.2825732,-123.1113434,"Coffee & Tea,Sandwiches,Breakfast & Brunch",4.5,416
5,Papparoti,49.2799385,-123.1081741,"Coffee & Tea,Juice Bars & Smoothies,Sandwiches",4.5,39
5,Revolver,49.283273,-123.1094283,Coffee & Tea,4.5,604
5,Catfe,49.2799726074677,-123.107153154144,"Cafes,Coffee & Tea,Pet Adoption",3.5,106
5,Nero Waffles,49.27834403099929,-123.122044653573,"Waffles,Coffee & Tea",4.5,491
5,Incognito Coffee,49.28037,-123.11969,"Coffee & Tea,Sandwiches,Breakfast & Brunch",5.0,173
5,Mello,49.2804877,-123.0991741,"Donuts,Coffee & Tea,Ice Cream & Frozen Yogurt",4.5,228
5,Small Victory Bakery,49.27648024736094,-123.121204593404,"Coffee & Tea,Bakeries,Cafes",4.0,306
5,Crackle Creme,49.27776,-123.0981399,"Desserts,Coffee & Tea,Cafes",4.5,270
5,Palate Kitchen,49.286331,-123.1157402,"Coffee & Tea,Breakfast & Brunch",4.0,99
5,Dalina,49.27871720471554,-123.1000357527092,"Grocery,Coffee & Tea,Sandwiches",4.5,81
5,49th Parallel Coffee,49.2860544972995,-123.122937244592,"Coffee & Tea,Donuts",4.0,253
5,Bambo Café,49.283734,-123.109188,"Coffee & Tea,Sandwiches,Bagels",4.0,101
5,Blenz Coffee,49.2796004551951,-123.107807146272,"Coffee & Tea,Sandwiches",3.0,33
5,Nelson the Seagull,49.281924938188,-123.104325396295,Coffee & Tea,4.0,238
5,Footo Croissant,49.2782338,-123.1165056,"Bakeries,Coffee & Tea,Breakfast & Brunch",4.0,121
5,JJ Bean Coffee Roasters,49.28285297483881,-123.10798004111618,"Coffee & Tea,Coffee Roasteries,Bakeries",4.0,50
5,Bean Around The World,49.2825394855548,-123.109330739929,Coffee & Tea,3.5,42
5,Gusto A Taste of Italy,49.2714006565536,-123.10593623668,"Desserts,Italian,Coffee & Tea",4.5,84
5,Waffleland Cafe,49.2834917,-123.1050237,"Waffles,Cafes,Coffee & Tea",4.0,28
5,East Van Roasters,49.282084033444,-123.1044716,"Desserts,Coffee & Tea,Coffee Roasteries",4.5,43
5,Propaganda Coffee,49.2804927884879,-123.09908829727,"Cafes,Coffee & Tea",4.0,74
5,JJ Bean Coffee Roasters,49.279317,-123.1149362,Coffee & Tea,4.0,24
5,O-Cha Tea Bar,49.2760572,-123.121789,"Coffee & Tea,Soup,Sandwiches",4.5,32
5,Tim Hortons,49.2809646944877,-123.107813093179,"Donuts,Coffee & Tea",2.0,25
5,Blenz Coffee,49.2796004551951,-123.107807146272,"Coffee & Tea,Sandwiches",2.5,35
5,Le Doux Ciel,49.2759327,-123.1141485,"Patisserie/Cake Shop,Bakeries,Coffee & Tea",4.0,22
5,Patisserie Für Elise,49.2785114,-123.1166396,"Coffee & Tea,Patisserie/Cake Shop",3.5,81
5,Bake49,49.2758373,-123.1198477,"Bakeries,Coffee & Tea",4.0,77
5,Starbucks,49.2799322804096,-123.107377622464,Coffee & Tea,2.5,35
5,Trees Organic Coffee,49.2837917148393,-123.104768643317,Coffee & Tea,4.0,102
5,The Chinese Tea Shop,49.2805539,-123.1020286,Coffee & Tea,4.5,25
5,Milano Coffee Roasters,49.2831151,-123.1030758,Coffee & Tea,4.0,115
5,Bel Café,49.28356,-123.11893,"Coffee & Tea,Sandwiches",3.5,148
5,CoCo Fresh Tea & Juice,49.2844898190478,-123.11441326495552,"Coffee & Tea,Bubble Tea,Juice Bars & Smoothies",4.0,69
5,Waves Coffee House,49.2784494056335,-123.114958015398,Coffee & Tea,3.0,47
5,Le Parfait,49.27914137816261,-123.1171837,"Ice Cream & Frozen Yogurt,Coffee & Tea,Creperies",5.0,9
5,Giovane Caffè,49.2881732,-123.1174568,"Coffee & Tea,Bakeries",3.5,208
5,Caffè Artigiano,49.2830743,-123.1213145,"Coffee & Tea,Sandwiches",3.5,173
5,Faubourg,49.2830902204043,-123.121585475241,"Coffee & Tea,Macarons,Patisserie/Cake Shop",3.5,161
5,Buro Coffee,49.2844435,-123.1101434,Coffee & Tea,3.5,84
5,Coo Coo Coffee,49.2754918653721,-123.123349512628,Coffee & Tea,4.0,144
5,McDonald's,49.2808066,-123.107271382385,"Fast Food,Burgers,Coffee & Tea",2.5,19
5,JJ Bean Coffee Roasters,49.27526554161309,-123.12363074232532,"Coffee & Tea,Bakeries,Coffee Roasteries",3.5,101
5,Deville Coffee,49.2853546768392,-123.11246584304324,"Coffee & Tea,Cafes,Desserts",4.0,22
5,Koffie,49.2871123,-123.1193305,Coffee & Tea,4.0,49
5,Java Cat Coffee Company,49.28183,-123.11194,Coffee & Tea,4.0,12
5,McDonald's,49.278821,-123.115412,"Fast Food,Burgers,Coffee & Tea",3.0,21
5,Starbucks,49.2843779216,-123.108554168781,Coffee & Tea,4.0,16
5,Coffeebar,49.2834221,-123.1046532,Coffee & Tea,3.0,135
7,Passion8 Dessert Cafe,49.258435242883,-123.11499774456,"Desserts,Korean,Coffee & Tea",4.0,210
7,The Golden Horn Turkish Bakery & Cafe,49.25981092848732,-123.11528339982031,"Coffee & Tea,Bakeries,Cafes",5.0,10
7,Yolks,49.2631139,-123.1163529,"Coffee & Tea,Breakfast & Brunch",3.5,346
7,Aperture Coffee Bar,49.2632037459,-123.110469593,"Coffee & Tea,Breakfast & Brunch,Art Galleries",4.0,124
7,Sharetea,49.2599346,-123.1148551,"Bubble Tea,Coffee & Tea,Juice Bars & Smoothies",4.0,48
7,49th Parallel Coffee,49.2591330651218,-123.10088478104,"Cafes,Coffee & Tea,Donuts",4.0,501
7,Foret Noire Patisserie,49.26284,-123.11051,"Desserts,Patisserie/Cake Shop,Coffee & Tea",4.0,57
7,Caffe Cittadella,49.264809386635505,-123.11726668221056,"Coffee & Tea,Bistros",4.0,157
7,Blaze Gourmet Burgers,49.2666437,-123.1037431,"Fast Food,Burgers,Coffee & Tea",4.5,25
7,Elysian Coffee,49.26294,-123.11728,"Coffee & Tea,Bakeries",3.5,210
7,Deja Brew,49.2636604,-123.1251297,"Coffee & Tea,Soup,Sandwiches",4.5,52
7,Milano Coffee,49.26359,-123.10872,Coffee & Tea,4.0,102
7,Melo Patisserie,49.2635651,-123.1014339,"Coffee & Tea,Patisserie/Cake Shop",4.5,38
7,Cultured Coffee & Tea,49.26086,-123.11629,Coffee & Tea,3.5,16
7,Whole Food Market,49.2640495,-123.1150513,"Coffee & Tea,Cafes,Beer, Wine & Spirits",4.0,18
7,JJ Bean,49.25822,-123.10078,"Coffee & Tea,Bakeries",4.0,122
7,Fife Bakery,49.268,-123.10326,"Bakeries,Coffee & Tea",4.0,61
7,Kranky Cafe,49.267041,-123.0997387,"Coffee & Tea,Breakfast & Brunch,Sandwiches",4.0,42
7,The Mighty Oak,49.25470697013,-123.109722571412,"Grocery,Coffee & Tea",4.5,49
7,JJ Bean Coffee Roasters,49.2550248620133,-123.115302802248,"Coffee & Tea,Bakeries",4.0,41
7,K Cafe,49.2630081,-123.1200714,"Coffee & Tea,Cafes",4.5,24
7,Elysian Coffee,49.2645569,-123.1050568,Coffee & Tea,4.0,52
7,McDonald's,49.263406,-123.1162947,"Fast Food,Burgers,Coffee & Tea",3.5,22
7,Whisk Matcha,49.2638247,-123.1001009,"Coffee & Tea,Coffee & Tea Supplies,Juice Bars & Smoothies",4.0,43
7,On the Grind - Pedalling Epic Coffee,49.261226,-123.1139268,Coffee & Tea,5.0,4
7,Blenz Coffee,49.2633781,-123.1161611,"Coffee & Tea,Sandwiches",3.0,13
7,Terra Breads,49.2666353,-123.1057633,"Bakeries,Coffee & Tea",4.0,36
7,Pekoe Tea Lounge,49.2635135,-123.1239133,"Bakeries,Coffee & Tea",3.5,74
7,Dalina,49.2632496465408,-123.126448765397,"Coffee & Tea,Grocery,Sandwiches",4.0,22
7,Rocanini Coffee Roasters,49.2666872398032,-123.107811883973,Coffee & Tea,4.0,16
7,Honolulu Coffee,49.2694795,-123.1063356,Coffee & Tea,4.5,9
7,Gene Coffee Bar,49.26381165638432,-123.10069279450116,Coffee & Tea,3.0,95
7,Cheyenne Coffee,49.261226,-123.1139268,Coffee & Tea,5.0,1
7,Blenz Coffee,49.2634411,-123.1198158,"Coffee & Tea,Sandwiches",3.5,22
7,Novella Coffee Bar,49.261335,-123.100649,"Breakfast & Brunch,Coffee & Tea,Cocktail Bars",4.0,7
7,The Press Room,49.2694971,-123.1092951,"Bakeries,Coffee & Tea,Cafes",4.0,12
7,Coco et Olive Fine Foods & Cafe,49.251657,-123.1011876,"Sandwiches,Coffee & Tea",3.5,83
7,Bean Around the World Coffees,49.2623789,-123.1007844,Coffee & Tea,3.5,50
7,Starbucks,49.2694482,-123.1028549,Coffee & Tea,4.0,11
7,Forecast Coffee,49.25859804273446,-123.10083769261838,"Coffee & Tea,Juice Bars & Smoothies,Cafes",3.0,25
7,WA-2!,49.28438,-123.06881,"Water Purification Services,Coffee & Tea",5.0,5
7,Honest To Pete Roasters,49.2664036,-123.111052,"Coffee Roasteries,Coffee & Tea",5.0,1
7,Bean Around The World Coffees,49.2622651,-123.1233547,Coffee & Tea,4.0,6
7,Starbucks - The Independent,49.2627387,-123.0996155,Coffee & Tea,3.5,15
7,Tim Hortons,49.263542175293,-123.12328338623,"Coffee & Tea,Bakeries",2.5,23
7,Caffè Artigiano,49.26307745377281,-123.10688741505146,"Bakeries,Coffee & Tea,Breakfast & Brunch",4.0,2
7,Starbucks,49.2630656387451,-123.11513688415288,Coffee & Tea,3.5,4
7,Willow Cafe Bakery,49.2571515,-123.1217817,"Coffee & Tea,Bakeries",4.0,32
7,Starbucks,49.267332,-123.1129217,Coffee & Tea,3.0,14
7,Hayan Mug,49.2520326,-123.1007661,"Coffee & Tea,Desserts",4.0,12
8,Yolks,49.2631139,-123.1163529,"Coffee & Tea,Breakfast & Brunch",3.5,346
8,Caffe Cittadella,49.264809386635505,-123.11726668221056,"Coffee & Tea,Bistros",4.0,157
8,Elysian Coffee,49.26294,-123.11728,"Coffee & Tea,Bakeries",3.5,210
8,Passion8 Dessert Cafe,49.258435242883,-123.11499774456,"Desserts,Korean,Coffee & Tea",4.0,210
8,Aperture Coffee Bar,49.2632037459,-123.110469593,"Coffee & Tea,Breakfast & Brunch,Art Galleries",4.0,124
8,Whole Food Market,49.2640495,-123.1150513,"Coffee & Tea,Cafes,Beer, Wine & Spirits",4.0,18
8,Deja Brew,49.2636604,-123.1251297,"Coffee & Tea,Soup,Sandwiches",4.5,52
8,Blenz Coffee,49.2634411,-123.1198158,"Coffee & Tea,Sandwiches",3.5,22
8,K Cafe,49.2630081,-123.1200714,"Coffee & Tea,Cafes",4.5,24
8,McDonald's,49.263406,-123.1162947,"Fast Food,Burgers,Coffee & Tea",3.5,22
8,Gusto A Taste of Italy,49.2714006565536,-123.10593623668,"Desserts,Italian,Coffee & Tea",4.5,84
8,Blenz Coffee,49.2633781,-123.1161611,"Coffee & Tea,Sandwiches",3.0,13
8,The Golden Horn Turkish Bakery & Cafe,49.25981092848732,-123.11528339982031,"Coffee & Tea,Bakeries,Cafes",5.0,10
8,Foret Noire Patisserie,49.26284,-123.11051,"Desserts,Patisserie/Cake Shop,Coffee & Tea",4.0,57
8,Milano Coffee,49.26359,-123.10872,Coffee & Tea,4.0,102
8,Pekoe Tea Lounge,49.2635135,-123.1239133,"Bakeries,Coffee & Tea",3.5,74
8,Sharetea,49.2599346,-123.1148551,"Bubble Tea,Coffee & Tea,Juice Bars & Smoothies",4.0,48
8,JJ Bean Coffee Roasters,49.27015,-123.109227,Coffee & Tea,4.5,39
8,Dalina,49.2632496465408,-123.126448765397,"Coffee & Tea,Grocery,Sandwiches",4.0,22
8,Elysian Coffee,49.2645569,-123.1050568,Coffee & Tea,4.0,52
8,Cultured Coffee & Tea,49.26086,-123.11629,Coffee & Tea,3.5,16
8,Terra Breads,49.2666353,-123.1057633,"Bakeries,Coffee & Tea",4.0,36
8,Rocanini Coffee Roasters,49.2666872398032,-123.107811883973,Coffee & Tea,4.0,16
8,Honolulu Coffee,49.2694795,-123.1063356,Coffee & Tea,4.5,9
8,Bean Around The World Coffees,49.2622651,-123.1233547,Coffee & Tea,4.0,6
8,Tim Hortons,49.263542175293,-123.12328338623,"Coffee & Tea,Bakeries",2.5,23
8,Java Express,49.26258,-123.11872,Coffee & Tea,4.0,2
8,Caffè Artigiano,49.26423028055726,-123.11449449509382,"Cafes,Coffee & Tea",4.0,1
8,The Press Room,49.2694971,-123.1092951,"Bakeries,Coffee & Tea,Cafes",4.0,12
8,7-Eleven,49.265745,-123.12022807248484,"Convenience Stores,Coffee & Tea",3.0,2
8,Honest To Pete Roasters,49.2664036,-123.111052,"Coffee Roasteries,Coffee & Tea",5.0,1
8,Waves Coffee House,49.263615784527,-123.128756644037,"Coffee & Tea,Cafes",3.5,27
8,Tim Hortons,49.26571530868987,-123.12233752526777,"Coffee & Tea,Sandwiches",1.5,11
8,Max's Bakery & Delicatessen,49.25764788605951,-123.12737510474707,"Bakeries,Coffee & Tea,Delicatessen",3.0,99
8,Starbucks,49.267332,-123.1129217,Coffee & Tea,3.0,14
8,Java Express,49.2629585,-123.1198044,Coffee & Tea,3.0,2
8,Starbucks,49.2630656387451,-123.11513688415288,Coffee & Tea,3.5,4
8,WA-2!,49.28438,-123.06881,"Water Purification Services,Coffee & Tea",5.0,5
8,Bean So Good Cafe,49.2630067,-123.1200749,Coffee & Tea,4.0,1
8,Caffè Artigiano,49.26307745377281,-123.10688741505146,"Bakeries,Coffee & Tea,Breakfast & Brunch",4.0,2
8,Willow Cafe Bakery,49.2571515,-123.1217817,"Coffee & Tea,Bakeries",4.0,32
8,On the Grind - Pedalling Epic Coffee,49.261226,-123.1139268,Coffee & Tea,5.0,4
8,Blenz Coffee,49.2692774,-123.106524,"Coffee & Tea,Sandwiches",3.0,12
8,Black Coffeehouse + Lounge,49.2632,-123.10466,"Lounges,Coffee & Tea",4.0,2
8,Cheyenne Coffee,49.261226,-123.1139268,Coffee & Tea,5.0,1
8,International Sandwich Factory,49.2633051,-123.1286559,"Sandwiches,Coffee & Tea,Soup",3.0,2
8,Laura's Coffee Shop,49.2677064,-123.1068481,Coffee & Tea,4.0,9
8,Starbucks,49.26084194423583,-123.12582851653288,Coffee & Tea,3.5,10
9,Nero Waffles,49.27834403099929,-123.122044653573,"Waffles,Coffee & Tea",4.5,491
9,Small Victory Bakery,49.27648024736094,-123.121204593404,"Coffee & Tea,Bakeries,Cafes",4.0,306
9,Breka Bakery & Cafe,49.2784333930687,-123.127897942266,"Coffee & Tea,Bakeries,Patisserie/Cake Shop",4.0,324
9,Aperture Coffee Bar,49.2632037459,-123.110469593,"Coffee & Tea,Breakfast & Brunch,Art Galleries",4.0,124
9,Blaze Gourmet Burgers,49.2666437,-123.1037431,"Fast Food,Burgers,Coffee & Tea",4.5,25
9,Gusto A Taste of Italy,49.2714006565536,-123.10593623668,"Desserts,Italian,Coffee & Tea",4.5,84
9,Deja Brew,49.2636604,-123.1251297,"Coffee & Tea,Soup,Sandwiches",4.5,52
9,JJ Bean Coffee Roasters,49.27015,-123.109227,Coffee & Tea,4.5,39
9,Yolks,49.2631139,-123.1163529,"Coffee & Tea,Breakfast & Brunch",3.5,346
9,Caffe Cittadella,49.264809386635505,-123.11726668221056,"Coffee & Tea,Bistros",4.0,157
9,Melo Patisserie,49.2635651,-123.1014339,"Coffee & Tea,Patisserie/Cake Shop",4.5,38
9,O-Cha Tea Bar,49.2760572,-123.121789,"Coffee & Tea,Soup,Sandwiches",4.5,32
9,Footo Croissant,49.2782338,-123.1165056,"Bakeries,Coffee & Tea,Breakfast & Brunch",4.0,121
9,Bake49,49.2758373,-123.1198477,"Bakeries,Coffee & Tea",4.0,77
9,Foret Noire Patisserie,49.26284,-123.11051,"Desserts,Patisserie/Cake Shop,Coffee & Tea",4.0,57
9,Milano Coffee,49.26359,-123.10872,Coffee & Tea,4.0,102
9,Fife Bakery,49.268,-123.10326,"Bakeries,Coffee & Tea",4.0,61
9,Le Doux Ciel,49.2759327,-123.1141485,"Patisserie/Cake Shop,Bakeries,Coffee & Tea",4.0,22
9,Coo Coo Coffee,49.2754918653721,-123.123349512628,Coffee & Tea,4.0,144
9,Patisserie Für Elise,49.2785114,-123.1166396,"Coffee & Tea,Patisserie/Cake Shop",3.5,81
9,JJ Bean Coffee Roasters,49.27526554161309,-123.12363074232532,"Coffee & Tea,Bakeries,Coffee Roasteries",3.5,101
9,Elysian Coffee,49.27987725244807,-123.12770435452008,Coffee & Tea,4.0,64
9,Elysian Coffee,49.26294,-123.11728,"Coffee & Tea,Bakeries",3.5,210
9,Elysian Coffee,49.2645569,-123.1050568,Coffee & Tea,4.0,52
9,Terra Breads,49.2666353,-123.1057633,"Bakeries,Coffee & Tea",4.0,36
9,K Cafe,49.2630081,-123.1200714,"Coffee & Tea,Cafes",4.5,24
9,Black Echo Coffee,49.2749189,-123.1212809,Coffee & Tea,4.5,11
9,Le Parfait,49.27914137816261,-123.1171837,"Ice Cream & Frozen Yogurt,Coffee & Tea,Creperies",5.0,9
9,Dalina,49.2632496465408,-123.126448765397,"Coffee & Tea,Grocery,Sandwiches",4.0,22
9,Honolulu Coffee,49.2694795,-123.1063356,Coffee & Tea,4.5,9
9,Pekoe Tea Lounge,49.2635135,-123.1239133,"Bakeries,Coffee & Tea",3.5,74
9,Rocanini Coffee Roasters,49.2666872398032,-123.107811883973,Coffee & Tea,4.0,16
9,Starbucks,49.2747240535528,-123.122160394856,Coffee & Tea,4.0,25
9,Whole Food Market,49.2640495,-123.1150513,"Coffee & Tea,Cafes,Beer, Wine & Spirits",4.0,18
9,JJ Bean Coffee Roasters,49.279317,-123.1149362,Coffee & Tea,4.0,24
9,The Press Room,49.2694971,-123.1092951,"Bakeries,Coffee & Tea,Cafes",4.0,12
9,Matchstick Coffee,49.2743486,-123.1263175,Coffee & Tea,3.5,40
