bikeStationID,name,latitude,longitude,category
4,JINYA Ramen Bar - Vancouver,49.280369,-123.117907,"Ramen Restaurant,Vegan and Vegetarian Restaurant"
4,Yaletown Brewing Co,49.275516,-123.120899,"Sports Bar,Brewery,American Restaurant"
4,The Wicklow Pub,49.268648,-123.118691,"Pub,Sports Bar,Restaurant"
4,Maxine's Cafe & Bar,49.277941,-123.131327,Restaurant
4,Bel Cafe,49.283302,-123.11938,"Cafe, Coffee, and Tea House"
4,The Fountainhead Pub,49.27964,-123.129688,"Gay Bar,Gastropub"
4,Samurai Japanese Restaurant,49.28053,-123.131711,Sushi Restaurant
4,Chipotle Mexican Grill,49.281585,-123.121012,"Fast Food Restaurant,Mexican Restaurant"
4,Earls,49.281585,-123.123689,"Restaurant,Lounge"
4,Tim Hortons,49.277591,-123.127241,"Cafe, Coffee, and Tea House,Restaurant"
4,Terry Fox Plaza,49.27572,-123.112805,"Restaurant,Monument,Plaza,Sports and Recreation,Hotel"
4,Dockside Restaurant,49.269422,-123.131167,"Hotel Bar,Lounge,Seafood Restaurant"
4,Thai Basil Restaurant,49.280355,-123.131452,Thai Restaurant
4,Roxy Burger,49.280015,-123.121608,Burger Joint
4,Mahony & Sons,49.26908,-123.118647,"Pub,Restaurant"
4,The Greek by Anatoli,49.276247,-123.119826,Greek Restaurant
5,Chambar,49.280213,-123.1097,Belgian Restaurant
5,Jam Cafe,49.280306,-123.109627,"Coffee Shop,Restaurant"
5,Revolver,49.283261,-123.109473,"Café,Coffee Shop,Restaurant"
5,Nemesis Coffee,49.282787,-123.110244,"Coffee Shop,Restaurant"
5,Cafe Medina,49.280498,-123.116863,"Café,Mediterranean Restaurant"
5,Nelson the Seagull,49.282251,-123.104519,"Bakery,Café,Sandwich Spot"
5,Keefer Bar,49.279619,-123.101293,"Cocktail Bar,Lounge,Restaurant"
5,Kokoro Tokyo Mazesoba,49.283401,-123.115164,"Ramen Restaurant,Noodle Restaurant"
5,Bao Bei,49.279609,-123.100805,Chinese Restaurant
5,Devil's Elbow Ale & Smoke House,49.28027,-123.109705,"Bar,BBQ Joint,Gastropub"
5,Cartems Donuterie,49.283709,-123.11373,"Bagel Shop,Bakery,Restaurant"
5,Homer St. Cafe and Bar,49.278455,-123.11823,"Restaurant,Café"
5,Tacofino,49.276488,-123.119685,Taco Restaurant
5,Hawksworth Restaurant,49.283302,-123.11938,Restaurant
5,Miku,49.286766,-123.112205,Sushi Restaurant
5,Steamworks Brewing Co,49.284949,-123.110915,"Bar,Restaurant"
5,DAVIDsTEA,49.283854,-123.116987,Tea Room
5,Creekside Park,49.274549,-123.102971,"Restaurant,Park"
5,Back and Forth Bar,49.282075,-123.102476,Beer Bar
5,The Old Spaghetti Factory,49.283831,-123.105302,Italian Restaurant
5,Honey Salt,49.275175,-123.11284,Restaurant
5,Japadog,49.280189,-123.118297,"Hot Dog Joint,Japanese Restaurant"
5,Nero Belgian Waffle Bar,49.278311,-123.122111,"Dessert Shop,Restaurant"
5,The Parlour,49.276782,-123.120196,"Pizzeria,Italian Restaurant"
5,Angus T,49.275871,-123.119875,"Bakery,Restaurant"
5,Blue Water Cafe + Raw Bar,49.276123,-123.121114,Seafood Restaurant
5,Paramount Fine Foods,49.280385,-123.118638,Lebanese Restaurant
5,Small Victory Bakery,49.276391,-123.121299,"Bakery,Coffee Shop,Restaurant"
5,ZAC ZAC Japanese Curry House,49.280503,-123.118891,"Fast Food Restaurant,Japanese Curry Restaurant,Steakhouse"
5,Alibi Room,49.284288,-123.10023,"Beer Bar,Lounge,American Restaurant"
5,Breka Bakery & Café,49.285619,-123.114947,Bakery
5,Terra Breads,49.271451,-123.107006,"Bakery,Restaurant"
5,Mister,49.27515,-123.121436,"Ice Cream Parlor,Restaurant"
5,La Casita Mexican Restaurant,49.283075,-123.106942,"American Restaurant,Burrito Restaurant"
5,Mello,49.280489,-123.098771,Donut Shop
5,New Town Bakery & Restaurant,49.280309,-123.100946,"Bakery,Chinese Restaurant"
5,Trees Organic Coffee,49.284816,-123.114392,"Café,Coffee Shop,Restaurant"
5,The Vancouver Club,49.286952,-123.115629,"Structure,Cocktail Bar"
5,Cactus Club Cafe Bentall 5,49.285532,-123.118834,"American Restaurant,Mexican Restaurant,Steakhouse"
5,Propaganda Coffee,49.280499,-123.099259,"Café,Coffee Shop,Restaurant"
5,The Keg Steakhouse + Bar - Yaletown,49.27671,-123.11946,Restaurant
5,Pallet Coffee Roasters,49.279963,-123.123631,Coffee Shop
5,Local Gastown,49.283692,-123.104074,New American Restaurant
5,Bel Cafe,49.283302,-123.11938,"Cafe, Coffee, and Tea House"
5,JINYA Ramen Bar - Vancouver,49.280369,-123.117907,"Ramen Restaurant,Vegan and Vegetarian Restaurant"
5,OEB Breakfast Co,49.273374,-123.119419,Dining and Drinking
5,Palate Kitchen,49.286535,-123.115512,Breakfast Spot
5,One Under - Urban Golf Club,49.28478,-123.11447,Restaurant
5,Notch8 Restaurant,49.283844,-123.120961,"Restaurant,Cocktail Bar"
5,Rogue Kitchen & Wetbar,49.285474,-123.11169,"Bar,New American Restaurant"
7,Vij's,49.257598,-123.114829,Indian Restaurant
7,Milano Coffee,49.263724,-123.108701,"Coffee Shop,Restaurant"
7,Marulilu Cafe,49.263328,-123.11402,"Café,Japanese Restaurant"
7,Aperture Coffee Bar,49.263292,-123.110529,"Café,Coffee Shop,Restaurant"
7,33 Acres Brewing Co,49.263898,-123.10539,"Bar,Brewery,Restaurant"
7,Caffe Cittadella,49.26473,-123.116978,"Coffee Shop,Restaurant"
7,Elysian Coffee Broadway,49.263077,-123.117243,"Coffee Shop,Restaurant"
7,Rogue Kitchen & Wetbar,49.263123,-123.117652,"Bar,Restaurant"
7,Smith's Bagelry,49.263276,-123.108906,"Bagel Shop,Bakery,Restaurant"
7,Rain or Shine,49.255054,-123.114856,Ice Cream Parlor
7,Elysian Coffee,49.264531,-123.105038,"Café,Coffee Shop,Restaurant"
7,Modus Coffee,49.263182,-123.107195,"Café,Coffee Shop"
7,The Federal Store,49.261909,-123.103193,"Café,Coffee Shop,Deli"
7,49th Parallel Coffee Roast,49.259164,-123.100851,"Coffee Shop,Restaurant"
7,33 Brewing Experiment,49.26398,-123.105721,Brewery
7,Pure Bread,49.266631,-123.104568,"Bakery,Restaurant"
7,The Cascade Room,49.261744,-123.100746,"Lounge,American Restaurant"
7,Toshi Sushi,49.256698,-123.101858,Sushi Restaurant
7,Cactus Club Cafe Broadway + Ash,49.263396,-123.117189,"American Restaurant,Mexican Restaurant,Seafood Restaurant"
7,Pho Goodness,49.257707,-123.101457,Vietnamese Restaurant
7,Burgoo Bistro Main St,49.257619,-123.100882,"Bistro,Mac and Cheese Joint"
7,Fable Diner,49.263042,-123.101505,"Diner,American Restaurant"
7,Dutch Wooden Shoe Cafe,49.255996,-123.114855,Diner
7,Sushi Dragon Japanese Restaurant,49.263134,-123.11814,Sushi Restaurant
7,Fox Cabaret,49.264298,-123.101206,"Movie Theater,Cocktail Bar,Lounge"
7,Dynasty Seafood Restaurant 皇朝海鮮酒家,49.263675,-123.12143,Chinese Restaurant
7,JJ Bean Coffee Roasters,49.255064,-123.115343,"Café,Coffee Shop"
7,The Wicklow Pub,49.268648,-123.118691,"Pub,Sports Bar,Restaurant"
7,Banana Leaf,49.263207,-123.122445,Malay Restaurant
7,Tacofino Ocho,49.266286,-123.104296,Taco Restaurant
7,Kwong Chow Congee & Noodle House,49.256935,-123.101472,"Chinese Restaurant,Noodle Restaurant"
7,Gene Coffeebar,49.263721,-123.100671,Coffee Shop
7,JJ Bean Coffee Roasters,49.258242,-123.100935,"Café,Coffee Shop,Restaurant"
7,Burdock & Co,49.260915,-123.100756,"New American Restaurant,Tapas Restaurant"
7,Colony Bar Main Street,49.258994,-123.100836,"Sports Bar,Restaurant"
7,Sing Sing Beer Bar,49.260652,-123.100815,"Beer Bar,Restaurant"
7,Café Gloucester 告羅士打餐廳,49.25562,-123.114904,Chinese Restaurant
7,Wendy's,49.263714,-123.114614,Fast Food Restaurant
7,Caffe Barney,49.262516,-123.10073,Diner
7,Fatburger,49.263311,-123.110706,Restaurant
7,Starbucks,49.267226,-123.112973,Coffee Shop
7,Tim Hortons,49.265791,-123.122584,"Cafe, Coffee, and Tea House,Restaurant"
7,Lucy's Eastside Diner,49.260971,-123.100761,Diner
7,Jollibee Broadway & Cambie,49.262886,-123.115361,Fried Chicken Joint
7,Seaport City Seafood Restaurant 海洋城,49.263746,-123.115921,Chinese Restaurant
7,Shanghai Lu Restaurant,49.263608,-123.120046,Chinese Restaurant
7,A.Bento 飯匠,49.263051,-123.118701,Taiwanese Restaurant
7,Starbucks,49.260787,-123.125644,Coffee Shop
7,Tim Hortons,49.263583,-123.123288,"Cafe, Coffee, and Tea House,Restaurant"
7,Mount Pleasant Vintage & Provisions,49.26586,-123.106368,Restaurant
8,Caffe Cittadella,49.26473,-123.116978,"Coffee Shop,Restaurant"
8,Elysian Coffee Broadway,49.263077,-123.117243,"Coffee Shop,Restaurant"
8,Rogue Kitchen & Wetbar,49.263123,-123.117652,"Bar,Restaurant"
8,Marulilu Cafe,49.263328,-123.11402,"Café,Japanese Restaurant"
8,Milano Coffee,49.263724,-123.108701,"Coffee Shop,Restaurant"
8,Cactus Club Cafe Broadway + Ash,49.263396,-123.117189,"American Restaurant,Mexican Restaurant,Seafood Restaurant"
8,Aperture Coffee Bar,49.263292,-123.110529,"Café,Coffee Shop,Restaurant"
8,Vij's,49.257598,-123.114829,Indian Restaurant
8,Sushi Dragon Japanese Restaurant,49.263134,-123.11814,Sushi Restaurant
8,33 Acres Brewing Co,49.263898,-123.10539,"Bar,Brewery,Restaurant"
8,Dynasty Seafood Restaurant 皇朝海鮮酒家,49.263675,-123.12143,Chinese Restaurant
8,Smith's Bagelry,49.263276,-123.108906,"Bagel Shop,Bakery,Restaurant"
8,The Juice Truck,49.266384,-123.105358,Juice Bar
8,Elysian Coffee,49.264531,-123.105038,"Café,Coffee Shop,Restaurant"
8,Modus Coffee,49.263182,-123.107195,"Café,Coffee Shop"
8,Pure Bread,49.266631,-123.104568,"Bakery,Restaurant"
8,33 Brewing Experiment,49.26398,-123.105721,Brewery
8,The Wicklow Pub,49.268648,-123.118691,"Pub,Sports Bar,Restaurant"
8,Nook,49.269521,-123.109276,Italian Restaurant
8,Banana Leaf,49.263207,-123.122445,Malay Restaurant
8,Salmon n' Bannock,49.263305,-123.129752,Restaurant
8,JJ Bean Coffee Roasters,49.270118,-123.109002,"Coffee Shop,Restaurant"
8,Dutch Wooden Shoe Cafe,49.255996,-123.114855,Diner
8,Mahony & Sons,49.26908,-123.118647,"Pub,Restaurant"
8,Bao Down Gastropub + Raw Bar,49.2695,-123.107408,"Bar,Asian Restaurant"
8,The Flying Pig Olympic Village,49.269449,-123.107647,"American Restaurant,Comfort Food Restaurant"
8,Wendy's,49.263714,-123.114614,Fast Food Restaurant
8,Tim Hortons,49.265791,-123.122584,"Cafe, Coffee, and Tea House,Restaurant"
8,Café Gloucester 告羅士打餐廳,49.25562,-123.114904,Chinese Restaurant
8,Starbucks,49.267226,-123.112973,Coffee Shop
8,Tojo's Restaurant,49.263609,-123.129859,Sushi Restaurant
8,Shanghai Lu Restaurant,49.263608,-123.120046,Chinese Restaurant
8,Fatburger,49.263311,-123.110706,Restaurant
8,A.Bento 飯匠,49.263051,-123.118701,Taiwanese Restaurant
8,Seaport City Seafood Restaurant 海洋城,49.263746,-123.115921,Chinese Restaurant
8,Waves Coffee House,49.263604,-123.128723,"Café,Coffee Shop,Restaurant"
8,Jollibee Broadway & Cambie,49.262886,-123.115361,Fried Chicken Joint
8,Mr. Japanese Curry,49.263756,-123.113732,Japanese Curry Restaurant
8,Tim Hortons,49.263583,-123.123288,"Cafe, Coffee, and Tea House,Restaurant"
8,Starbucks,49.260787,-123.125644,Coffee Shop
8,Pokerrito,49.263693,-123.111699,Hawaiian Restaurant
8,De Dutch Restaurant,49.267303,-123.113061,Restaurant
8,Chef's Choice Chinese Cuisine,49.263573,-123.125477,Cantonese Restaurant
8,Foundry,49.268379,-123.112261,Pub
8,Dalina,49.263171,-123.126091,"Café,Coffee Shop"
8,John 3:16 Malaysian Delights,49.263686,-123.128163,Malay Restaurant
8,Mount Pleasant Vintage & Provisions,49.26586,-123.106368,Restaurant
9,Passione Gelato,49.275798,-123.113785,"Gelato Shop,Ice Cream Parlor,Restaurant"
9,Terra Breads,49.271451,-123.107006,"Bakery,Restaurant"
9,Mister,49.27515,-123.121436,"Ice Cream Parlor,Restaurant"
9,Tacofino,49.276488,-123.119685,Taco Restaurant
9,OEB Breakfast Co,49.273374,-123.119419,Dining and Drinking
9,Angus T,49.275871,-123.119875,"Bakery,Restaurant"
9,Provence Marinaside,49.273338,-123.119497,"French Restaurant,Mediterranean Restaurant,Seafood Restaurant"
9,Blue Water Cafe + Raw Bar,49.276123,-123.121114,Seafood Restaurant
9,Honey Salt,49.275175,-123.11284,Restaurant
9,Small Victory Bakery,49.276391,-123.121299,"Bakery,Coffee Shop,Restaurant"
9,Nook,49.269521,-123.109276,Italian Restaurant
9,The Flying Pig Yaletown,49.275181,-123.122007,Restaurant
9,The Parlour,49.276782,-123.120196,"Pizzeria,Italian Restaurant"
9,CRAFT Beer Market Vancouver,49.270591,-123.106447,"Bar,Brewery,Gastropub"
9,Earnest Ice Cream,49.268876,-123.102894,"Ice Cream Parlor,Restaurant"
9,Milano Coffee,49.263724,-123.108701,"Coffee Shop,Restaurant"
9,Gusto a Taste of Italy,49.271332,-123.105861,"Bistro,Ice Cream Parlor"
9,MeeT in Yaletown,49.274991,-123.121909,Vegan and Vegetarian Restaurant
9,Fanny Bay Oyster Bar & Shellfish Market,49.278557,-123.114183,Seafood Restaurant
9,JJ Bean Coffee Roasters,49.270118,-123.109002,"Coffee Shop,Restaurant"
9,Nero Belgian Waffle Bar,49.278311,-123.122111,"Dessert Shop,Restaurant"
9,Creekside Park,49.274549,-123.102971,"Restaurant,Park"
9,Pure Bread,49.266631,-123.104568,"Bakery,Restaurant"
9,Homer St. Cafe and Bar,49.278455,-123.11823,"Restaurant,Café"
9,Matchstick Coffee Roasters,49.274363,-123.126073,"Café,Restaurant"
9,The Wicklow Pub,49.268648,-123.118691,"Pub,Sports Bar,Restaurant"
9,Faculty Brewing Co,49.268552,-123.104488,"Bar,Brewery,Restaurant"
9,The Keg Steakhouse + Bar - Yaletown,49.27671,-123.11946,Restaurant
9,Elysian Coffee Broadway,49.263077,-123.117243,"Coffee Shop,Restaurant"
9,Marutama Ramen,49.27848,-123.11588,Ramen Restaurant
9,Chancho Tortilleria,49.276247,-123.12518,Taco Restaurant
9,Mahony & Sons,49.26908,-123.118647,"Pub,Restaurant"
9,Cactus Club Cafe Yaletown,49.275084,-123.122728,"American Restaurant,Mexican Restaurant"
9,Salsa & Agave Mexican Grill,49.274054,-123.122154,Mexican Restaurant
9,Amato Gelato Cafe,49.27005,-123.103156,"Ice Cream Parlor,Restaurant"
9,Cactus Club Cafe Broadway + Ash,49.263396,-123.117189,"American Restaurant,Mexican Restaurant,Seafood Restaurant"
9,Dynasty Seafood Restaurant 皇朝海鮮酒家,49.263675,-123.12143,Chinese Restaurant
9,JW Marriott Executive Lounge,49.275375,-123.112532,Lounge
9,Terry Fox Plaza,49.27572,-123.112805,"Restaurant,Monument,Plaza,Sports and Recreation,Hotel"
9,Per Se Social Corner,49.27863,-123.118488,"Deli,Italian Restaurant,Tapas Restaurant"
9,Tap & Barrel,49.271827,-123.106065,Gastropub
9,Yaletown Brewing Co,49.275516,-123.120899,"Sports Bar,Brewery,American Restaurant"
9,Starbucks,49.274713,-123.122129,Coffee Shop
9,Shark Club Bar & Grill,49.278968,-123.113163,"Night Club,Sports Bar,BBQ Joint"
9,The Greek by Anatoli,49.276247,-123.119826,Greek Restaurant
9,Starbucks,49.2788,-123.12118,Coffee Shop
9,Starbucks,49.273405,-123.119989,Coffee Shop
9,Brewhall,49.269396,-123.103425,"Beer Bar,Brewery,Restaurant"
9,Wendy's,49.263714,-123.114614,Fast Food Restaurant
9,Harbour Event Centre,49.275606,-123.109226,"Night Club,Restaurant"
10,The Wicklow Pub,49.268648,-123.118691,"Pub,Sports Bar,Restaurant"
10,Mister,49.27515,-123.121436,"Ice Cream Parlor,Restaurant"
10,Minami Restaurant,49.275269,-123.120797,Sushi Restaurant
10,OEB Breakfast Co,49.273374,-123.119419,Dining and Drinking
10,Provence Marinaside,49.273338,-123.119497,"French Restaurant,Mediterranean Restaurant,Seafood Restaurant"
10,Tacofino,49.276488,-123.119685,Taco Restaurant
10,Blue Water Cafe + Raw Bar,49.276123,-123.121114,Seafood Restaurant
10,Angus T,49.275871,-123.119875,"Bakery,Restaurant"
10,Milano Coffee,49.263724,-123.108701,"Coffee Shop,Restaurant"
10,The Flying Pig Yaletown,49.275181,-123.122007,Restaurant
10,Small Victory Bakery,49.276391,-123.121299,"Bakery,Coffee Shop,Restaurant"
10,Terra Breads,49.271451,-123.107006,"Bakery,Restaurant"
10,Elysian Coffee Broadway,49.263077,-123.117243,"Coffee Shop,Restaurant"
10,Passione Gelato,49.275798,-123.113785,"Gelato Shop,Ice Cream Parlor,Restaurant"
10,Rodney's Oyster House,49.274378,-123.123236,Seafood Restaurant
10,The Parlour,49.276782,-123.120196,"Pizzeria,Italian Restaurant"
10,Marulilu Cafe,49.263328,-123.11402,"Café,Japanese Restaurant"
10,Mahony & Sons,49.26908,-123.118647,"Pub,Restaurant"
10,Matchstick Coffee Roasters,49.274363,-123.126073,"Café,Restaurant"
10,MeeT in Yaletown,49.274991,-123.121909,Vegan and Vegetarian Restaurant
10,Nook,49.269521,-123.109276,Italian Restaurant
10,Honey Salt,49.275175,-123.11284,Restaurant
10,CRAFT Beer Market Vancouver,49.270591,-123.106447,"Bar,Brewery,Gastropub"
10,Gusto a Taste of Italy,49.271332,-123.105861,"Bistro,Ice Cream Parlor"
10,JJ Bean Coffee Roasters,49.270118,-123.109002,"Coffee Shop,Restaurant"
10,Fresh Take-Out Japanese,49.275695,-123.115155,Sushi Restaurant
10,Hapa Izakaya,49.27512,-123.12265,"Bar,Sushi Restaurant"
10,Faculty Brewing Co,49.268552,-123.104488,"Bar,Brewery,Restaurant"
10,The Keg Steakhouse + Bar - Yaletown,49.27671,-123.11946,Restaurant
10,Dynasty Seafood Restaurant 皇朝海鮮酒家,49.263675,-123.12143,Chinese Restaurant
10,Elisa,49.27602,-123.121591,Steakhouse
10,Cactus Club Cafe Broadway + Ash,49.263396,-123.117189,"American Restaurant,Mexican Restaurant,Seafood Restaurant"
10,Coo Coo Coffee,49.275784,-123.123761,"Café,Coffee Shop,Restaurant"
10,Chancho Tortilleria,49.276247,-123.12518,Taco Restaurant
10,Salsa & Agave Mexican Grill,49.274054,-123.122154,Mexican Restaurant
10,Cactus Club Cafe Yaletown,49.275084,-123.122728,"American Restaurant,Mexican Restaurant"
10,Bartholomew's Plan,49.275938,-123.119475,"Cocktail Bar,Restaurant"
10,Sushi Dragon Japanese Restaurant,49.263134,-123.11814,Sushi Restaurant
10,Brix Restaurant & Wine Bar,49.275789,-123.122221,"Wine Bar,Restaurant"
10,Banana Leaf,49.263207,-123.122445,Malay Restaurant
10,Dockside Restaurant,49.269422,-123.131167,"Hotel Bar,Lounge,Seafood Restaurant"
10,Argo Cafe,49.268608,-123.104493,"Café,Diner"
10,Boston Pizza,49.277218,-123.11415,Pizzeria
10,JW Marriott Executive Lounge,49.275375,-123.112532,Lounge
10,Terry Fox Plaza,49.27572,-123.112805,"Restaurant,Monument,Plaza,Sports and Recreation,Hotel"
10,Tap & Barrel,49.271827,-123.106065,Gastropub
10,Yaletown Brewing Co,49.275516,-123.120899,"Sports Bar,Brewery,American Restaurant"
10,Starbucks,49.274713,-123.122129,Coffee Shop
10,The Greek by Anatoli,49.276247,-123.119826,Greek Restaurant
10,Starbucks,49.273405,-123.119989,Coffee Shop
11,Terra Breads,49.271451,-123.107006,"Bakery,Restaurant"
11,Earnest Ice Cream,49.268876,-123.102894,"Ice Cream Parlor,Restaurant"
11,Gusto a Taste of Italy,49.271332,-123.105861,"Bistro,Ice Cream Parlor"
11,Creekside Park,49.274549,-123.102971,"Restaurant,Park"
11,CRAFT Beer Market Vancouver,49.270591,-123.106447,"Bar,Brewery,Gastropub"
11,Tractor - Olympic Village,49.269601,-123.102469,Salad Restaurant
11,Faculty Brewing Co,49.268552,-123.104488,"Bar,Brewery,Restaurant"
11,Amato Gelato Cafe,49.27005,-123.103156,"Ice Cream Parlor,Restaurant"
11,Pure Bread,49.266631,-123.104568,"Bakery,Restaurant"
11,Elysian Coffee,49.264531,-123.105038,"Café,Coffee Shop,Restaurant"
11,Nook,49.269521,-123.109276,Italian Restaurant
11,33 Acres Brewing Co,49.263898,-123.10539,"Bar,Brewery,Restaurant"
11,Keefer Bar,49.279619,-123.101293,"Cocktail Bar,Lounge,Restaurant"
11,Bao Bei,49.279609,-123.100805,Chinese Restaurant
11,Brassneck Brewery,49.265811,-123.100605,"Bar,Brewery,Restaurant"
11,Phnom Penh,49.278403,-123.098188,"Cambodian Restaurant,Chinese Restaurant,Vietnamese Restaurant"
11,JJ Bean Coffee Roasters,49.270118,-123.109002,"Coffee Shop,Restaurant"
